code;name;street;postal_code;city;manager;chain_name;email
109115;Post CH AG Küssnacht am Rigi;Bahnhofstrasse;6403;Küssnacht am Rigi;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109117;Post CH AG Goldau;Bahnhofstrasse;6410;Goldau;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109125;Post CH AG Brunnen;Parkstrasse;6440;Brunnen;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109130;Post CH AG Schattdorf;Adlergartenstrasse;6467;Schattdorf;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109134;Posta CH SA Bellinzona 2 Semine;Via Francesco Borromini;6500;Bellinzona 2 Semine;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
109135;Posta CH SA Bellinzona 5 S. Paolo;Via San Gottardo;6500;Bellinzona 5 S. Paolo;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109136;Posta CH SA Giubiasco;Via Bellinzona;6512;Giubiasco;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109139;Posta CH SA Cugnasco;Piazza della Posta;6516;Cugnasco;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109145;Posta CH SA Roveredo GR;Al Stalón;6535;Roveredo GR;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109152;Posta CH SA S. Antonino;Via della Posta;6592;S. Antonino;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
109157;Posta CH SA Tenero;Via al Giardino;6598;Tenero;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109158;Posta CH SA Locarno 4 Solduno;Via Alberto Franzoni;6600;Locarno 4 Solduno;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109160;Posta CH SA Ascona;Via Borgo;6612;Ascona;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109162;Posta CH SA Losone;Via Locarno;6616;Losone;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109165;Posta CH SA Minusio;Via San Gottardo;6648;Minusio;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109174;Posta CH SA Biasca;Via Parallela;6710;Biasca;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109182;Posta CH SA Faido;Via Cantonale;6760;Faido;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
109190;Posta CH SA Taverne;Via Carvina;6807;Taverne;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109191;Posta CH SA Lamone-Cadempino;Via Cantonale;6814;Lamone-Cadempino;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109193;Posta CH SA Bissone;Piazza F. Zorzi;6816;Bissone;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
109197;Posta CH SA Riva S. Vitale;Piazza Grande;6826;Riva San Vitale;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
109202;Posta CH SA Serfontana;Viale Serfontana;6834;Serfontana;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109206;Posta CH SA Stabio;Via Cantonale;6855;Stabio;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109212;Posta CH SA Lugano 2 Paradiso;Via San Salvatore;6900;Lugano 2 Paradiso;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109214;Posta CH SA Lugano 4 Molino Nuovo;Via Rinaldo Simen;6900;Lugano 4 Molino Nuovo;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109215;Posta CH SA Lugano 6 Cassarate;Piazza Riscossa;6900;Lugano 6 Cassarate;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109217;Posta CH SA Lugano 8 Massagno;Via San Gottardo;6900;Lugano 8 Massagno;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109219;Posta CH SA Grancia;Centro Grancia;6916;Grancia;Emir Mustafa;Schweizerische Post;Emir.Mustafa@salt.ch
109230;Posta CH SA Bioggio;Via della Posta;6934;Bioggio;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109242;Posta CH SA Viganello;Via Luigi Taddei;6962;Viganello;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109243;Posta CH SA Pregassona;Via Vedreggio;6963;Pregassona;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109246;Posta CH SA Agno;Via Stazione;6982;Agno;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109249;Posta CH SA Caslano;Via Stazione;6987;Caslano;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109253;Post CH AG Chur 1 Annahme;Gürtelstrasse;7000;Chur 1 Annahme;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109254;Post CH AG Chur 4 Ringstrasse;Ringstrasse;7000;Chur 4 Ringstrasse;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109258;Post CH AG Domat/Ems;Via Nova;7013;Domat/Ems;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109260;Post CH AG Flims Dorf;Via Nova;7017;Flims Dorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109262;Post CH AG Arosa;Poststrasse;7050;Arosa;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109265;Post CH AG Lenzerheide/Lai;Voa Principala;7078;Lenzerheide/Lai;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109267;Post CH AG Ilanz;Glennerstrasse;7130;Ilanz;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109284;Post CH AG Klosters;Bahnhofstrasse;7250;Klosters;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109285;Post CH AG Davos 3 Dorf;Bahnhofstrasse;7260;Davos 3 Dorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109287;Post CH AG Landquart;Schulstrasse;7302;Landquart;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109289;Post CH AG Bad Ragaz;Am Platz;7310;Bad Ragaz;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109290;Post CH AG Sargans;Bahnhofstrasse;7320;Sargans;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109297;Post CH AG Thusis;Neudorfstrasse;7430;Thusis;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109307;Post CH AG St. Moritz;Via Serlas;7500;St. Moritz 1;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109309;Post CH AG Samedan;Plazzet;7503;Samedan;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109320;Post CH AG Scuol;Stradun;7550;Scuol;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109325;Post CH AG Poschiavo;Vial da la Stazion;7742;Poschiavo;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109328;Post CH AG Zürich 27 Enge;Gutenbergstrasse;8002;Zürich 27 Enge;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109329;Post CH AG Zürich 31 Industriequartier;Limmatstrasse;8005;Zürich 31 Industriequartier;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109330;Post CH AG Zürich 33 Oberstrass;Universitätstrasse;8006;Zürich 33 Oberstrass;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109331;Post CH AG Zürich 34 Riesbach;Seefeldstrasse;8008;Zürich 34 Riesbach;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109333;Post CH AG Zürich 38 Wollishofen;Albisstrasse;8038;Zürich 38 Wollishofen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109335;Post CH AG Zürich 41 Leimbach;Leimbachstrasse;8041;Zürich 41 Leimbach;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109336;Post CH AG Zürich 42 Schaffhauserplatz;Hofwiesenstrasse;8057;Zürich 42 Schaffhauserplatz;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109339;Post CH AG Zürich 46 Affoltern;Jonas-Furrer-Strasse;8046;Zürich 46 Affoltern;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109340;Post CH AG Zürich 47 Albisrieden;Albisriederstrasse;8047;Zürich 47 Albisrieden;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109341;Post CH AG Zürich 48 Altstetten;Altstetterstrasse;8048;Zürich 48 Altstetten;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109342;Post CH AG Zürich 49 Höngg;Gsteigstrasse;8049;Zürich 49 Höngg;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109343;Post CH AG Zürich 50 Oerlikon;Baumackerstrasse;8050;Zürich 50 Oerlikon;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109344;Post CH AG Zürich 51 Schwamendingen;Winterthurerstrasse 525;8051;Zürich 51 Schwamendingen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109345;Post CH AG Zürich 52 Seebach;Bahnhaldenstrasse;8052;Zürich 52 Seebach;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109346;Post CH AG Zürich 53 Witikon;Witikonerstrasse;8053;Zürich 53 Witikon;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109347;Post CH AG Zürich 60 Flughafen Annahme;Vorfahrt Ankunft;8302;Zürich 60 Flughafen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109349;Post CH AG Zürich 66 Letzibach;Baslerstrasse;8066;Zürich 66 Letzipark;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109350;Post CH AG Oberengstringen;Zentrum;8102;Oberengstringen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109351;Post CH AG Unterengstringen;Weiningerstrasse;8103;Unterengstringen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109353;Post CH AG Regensdorf;Zentrum;8105;Regensdorf 1;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109355;Post CH AG Buchs ZH;Meierwiesenstrasse;8107;Buchs ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109356;Post CH AG Dällikon;Regensdorferstrasse;8108;Dällikon;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109358;Post CH AG Fällanden;Wigartenstrasse;8117;Fällanden;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109363;Post CH AG Zumikon;Dorfplatz;8126;Zumikon;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109364;Post CH AG Egg b. Zürich;Dorfplatz;8132;Egg b. Zürich;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109367;Post CH AG Langnau am Albis;Breitwiesstrasse;8135;Langnau am Albis;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109371;Post CH AG Glattbrugg;Schaffhauserstrasse;8152;Glattbrugg;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109373;Post CH AG Rümlang;Bahnhofstrasse;8153;Rümlang;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109375;Post CH AG Niederhasli;Dorfstrasse;8155;Niederhasli;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109376;Post CH AG Dielsdorf;Bahnhofstrasse;8157;Dielsdorf;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109392;Post CH AG Schaffhausen 7 Herblingen;Herblingerstrasse;8207;Schaffhausen 7 Herblingen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109393;Post CH AG Neuhausen am Rheinfall 1;Zentralstrasse;8212;Neuhausen am Rheinfall 1;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109400;Post CH AG Thayngen;Bahnhofstrasse;8240;Thayngen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109402;Post CH AG Diessenhofen;Bahnhofstrasse;8253;Diessenhofen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109403;Post CH AG Stein am Rhein 1;Bahnhofstrasse;8260;Stein am Rhein 1;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109406;Post CH AG Steckborn;Seestrasse;8266;Steckborn;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109411;Post CH AG Glattzentrum b. Wallisellen;Neue Winterthurerstrasse;8304;Glattzentrum b. Wallisellen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109412;Post CH AG Bassersdorf;Poststrasse;8303;Bassersdorf;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109413;Post CH AG Wallisellen;Bahnhofplatz;8304;Wallisellen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109414;Post CH AG Dietlikon;Säntisstrasse;8305;Dietlikon;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109415;Post CH AG Brüttisellen;Zürichstrasse;8306;Brüttisellen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109419;Post CH AG Fehraltorf;Geerenstrasse;8320;Fehraltorf;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109420;Post CH AG Pfäffikon ZH;Bahnhofstrasse;8330;Pfäffikon ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109423;Post CH AG Hinwil;Bahnhofstrasse;8340;Hinwil;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109427;Post CH AG Aadorf;Bahnhofstrasse;8355;Aadorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109430;Post CH AG Sirnach;Wilerstrasse;8370;Sirnach;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109433;Post CH AG Winterthur 4 Oberwinterthur;Römerstrasse;8404;Winterthur 4 Oberwinterthur;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109434;Post CH AG Winterthur 5 Seen;Kanzleistrasse;8405;Winterthur 5 Seen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109435;Post CH AG Winterthur 6 Töss;Zürcherstrasse;8406;Winterthur 6 Töss;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109436;Post CH AG Winterthur 8 Wülflingen;Wülflingerstrasse;8408;Winterthur 8 Wülflingen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109437;Post CH AG Winterthur 11 Deutweg;Pflanzschulstrasse;8400;Winterthur 11 Deutweg;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109441;Post CH AG Embrach;Dorfstrasse;8424;Embrach;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109446;Post CH AG Andelfingen;Landstrasse;8450;Andelfingen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109448;Post CH AG Seuzach;Birchstrasse;8472;Seuzach;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109453;Post CH AG Turbenthal;Bahnhofstrasse;8488;Turbenthal;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109465;Post CH AG Müllheim Dorf;Frauenfelderstrasse;8555;Müllheim Dorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109481;Post CH AG Schwerzenbach;Bahnstrasse;8603;Schwerzenbach;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109482;Post CH AG Volketswil;Im Zentrum;8604;Volketswil;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109493;Post CH AG Gossau ZH;Laufenbachstrasse;8625;Gossau ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109494;Post CH AG Wetzikon ZH 1;Poststrasse;8620;Wetzikon ZH 1;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109497;Post CH AG Hombrechtikon;Rütistrasse;8634;Hombrechtikon;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109499;Post CH AG Wald ZH;Poststrasse;8636;Wald ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109501;PostShop Jona;Allmeindstrasse;8645;Jona;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109502;Post CH AG Küsnacht ZH;Kohlrainstrasse;8700;Küsnacht ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109503;Post CH AG Zollikon Dorf;Rotfluhstrasse;8702;Zollikon Dorf;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109504;Post CH AG Erlenbach ZH;Bahnhofstrasse;8703;Erlenbach ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109505;Post CH AG Herrliberg;Forchstrasse;8704;Herrliberg;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109506;Post CH AG Meilen;Dorfstrasse;8706;Meilen;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109508;Post CH AG Männedorf;Bahnhofstrasse;8708;Männedorf;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109509;Post CH AG Stäfa;Bahnhofstrasse;8712;Stäfa;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109515;Post CH AG Eschenbach SG;Rössligass;8733;Eschenbach SG;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109525;Post CH AG Thalwil;Gotthardstrasse;8800;Thalwil;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109527;Post CH AG Rüschlikon;Bahnhofstrasse;8803;Rüschlikon;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109528;Post CH AG Richterswil;Seestrasse;8805;Richterswil;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109531;Post CH AG Horgen 1;Bahnhofstrasse;8810;Horgen 1;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109534;Post CH AG Wollerau;Roosstrasse;8832;Wollerau;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109536;Post CH AG Schindellegi;Pfäffikonerstrasse;8834;Schindellegi;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109538;Post CH AG Einsiedeln;Bahnhofplatz;8840;Einsiedeln;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109541;Post CH AG Lachen SZ;Feldstrasse;8853;Lachen SZ;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109543;Post CH AG Siebnen;Glarnerstrasse;8854;Siebnen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109551;Post CH AG Niederurnen;Ziegelbrückstrasse;8867;Niederurnen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109554;Post CH AG Pizolpark (Mels);Grossfeldstrasse;8887;Pizolpark (Mels);Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109555;Post CH AG Walenstadt;Bahnhofstrasse;8880;Walenstadt;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109560;Post CH AG Urdorf;Birmensdorferstrasse;8902;Urdorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109561;Post CH AG Birmensdorf ZH;Poststrasse;8903;Birmensdorf ZH;Gianni Cartolano;Schweizerische Post;Gianni.Cartolano@salt.ch
109567;Poste CH AG Affoltern am Albis;Bahnhofplatz;8910;Affoltern am Albis;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109568;Post CH AG Obfelden;Dorfstrasse;8912;Obfelden;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109577;Post CH AG Dietikon 1;Neumattstrasse;8953;Dietikon 1;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109579;Post CH AG Geroldswil;Poststrasse;8954;Geroldswil;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109582;Post CH AG Berikon - Widen;Bahnhofstrasse;8965;Berikon 1;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
109591;Post CH AG St. Gallen 14 Bruggen;Zürcher Strasse;9014;St. Gallen 14 Bruggen;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109593;Post CH AG St. Gallen 16 Neudorf;Rorschacher Strasse;9016;St. Gallen 16 Neudorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109599;Post CH AG Appenzell;Poststrasse;9050;Appenzell;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109600;Post CH AG Teufen AR;Dorf;9053;Teufen AR;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109606;Post CH AG Herisau 2 Dorf;Poststrasse;9100;Herisau 2 Dorf;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109611;Post CH AG Degersheim;Poststrasse;9113;Degersheim;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109616;Post CH AG Bischofszell;Poststrasse;9220;Bischofszell;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109617;Post CH AG Flawil 1;Bahnhofstrasse;9230;Flawil 1;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109619;Post CH AG Uzwil;Bahnhofstrasse;9240;Uzwil;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109620;Post CH AG Oberuzwil;Wiesentalstrasse;9242;Oberuzwil;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109624;Post CH AG Wittenbach;Im Zentrum;9300;Wittenbach;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109631;Post CH AG Rorschach;Neugasse;9400;Rorschach;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109633;Post CH AG Goldach;Hauptstrasse;9403;Goldach;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109635;Post CH AG Heiden;Kirchplatz;9410;Heiden;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109639;Post CH AG Rheineck;Löwenhofstrasse;9424;Rheineck;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109643;Post CH AG St. Margrethen SG;Bahnhofplatz;9430;St. Margrethen SG;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109645;Post CH AG Heerbrugg;Marktstrasse;9435;Heerbrugg;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109649;Post CH AG Widnau;Poststrasse;9443;Widnau;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109650;Post CH AG Diepoldsau;Vordere Kirchstrasse;9444;Diepoldsau;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109652;Post CH AG Altstätten SG;Rathausplat;9450;Altstätten SG;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109661;Post CH AG Grabs;Staatsstrasse;9472;Grabs;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109669;Post CH AG Rickenbach b. Wil;Breitestrasse;9532;Rickenbach b. Wil;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109672;Post CH AG Münchwilen TG;Schmiedstrasse;9542;Münchwilen TG;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109679;Post CH AG Bazenheid;Poststrasse;9602;Bazenheid;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
109684;Post CH AG Wattwil;Poststrasse;9630;Wattwil;Lucas Amigo;Schweizerische Post;Lucas.Amigo@salt.ch
107661;Post CH AG Olten 4 Hammer;Solothurnerstrasse;4600;Olten;Besnik Jakupi;Schweizerische Post;Besnik.Jakupi@salt.ch
104801;BLS - Christian Aveni CBO - 104801;Rue du Caudray;1020;Renens;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
109712;Zirkumflex AG;Gewerbestrasse;6330;Cham;Andreas Maag;Business Resellers;martin.keller2@salt.ch
100986;Abalon Telecom IT AG;Gewerbestrasse;6330;Cham;Andreas Maag;Business Resellers;martin.keller2@salt.ch
109715;VTX Services SA;Route de Lavaux;1009;Pully;Ludovic Girardin;Business Resellers;Ludovic.Girardin@salt.ch
104802;e-fon AG;Albulastrasse;8048;Zürich;Andreas Maag;Business Resellers;martin.keller2@salt.ch
100452;Salt (Liechtenstein) AG;Neugrüt;9496;Balzers;Carmine Papa;Business Resellers;martin.keller2@salt.ch
109689;Telecom Liechtenstein AG;Schaanerstrasse;9490;Vaduz;Carmine Papa;Business Resellers;martin.keller2@salt.ch
106508;deep AG;Commercialstrasse;7000;Chur;Carmine Papa;Business Resellers;martin.keller2@salt.ch
109723;AM - Raquel Lopez - 109723;Alexander-Schoni Strasse;2503;Biel;Christian Aveni;B2B DSF KAM & SME;Christian.Aveni@salt.ch
109734;LAS – Alban Alidemi – 109734;Alexander-Schoni Strasse;2503;Biel;Julien Chanrion;Customer Care B2B;Julien.Chanrion@salt.ch
109741;Lead Gen - Amel Boukhebbache - 109741;Rue de Caudrey;1020;Renens;Uwe Raulf;Customer Care B2B;Uwe.Raulf@salt.ch
103583;H. Quaderer AG, B2B - SBP - 103583;Eschnerstrasse;9494;Schaan;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
104086;mobilezone ag - 104086;Suurstoffi;6343;Rotkreuz;Bektas Atilgan;B2B Partner for SME;martin.keller2@salt.ch
101901;4G Consulting & Communications SA;Via Linoleum;6512;Giubiasco;Gianni Cartolano;SPP Premium;Gianni.Cartolano@salt.ch
108070;Mobilezone AG Olten Sälipark;Louis Giroud Strasse;4600;Olten;Besnik Jakupi;MobileZone;Besnik.Jakupi@salt.ch
108060;Post CH AG La Chaux-de-Fonds 5 Les Entilles;Avenue Léopold-Robert;2300;La Chaux de Fonds;Ludovic Girardin;Schweizerische Post;Ludovic.Girardin@salt.ch
103370;Mobilezone Business AG;Tüfenbergstrasse;9107;Urnäsch;Lucas Amigo;MobileZone;Lucas.Amigo@salt.ch
108100;Customer Care OMD - Coop;Rue du Caudray 4;1020;Renens;Uwe Raulf;CoopMobile;Uwe.Raulf@salt.ch
110133;Electronova Luzern GmbH;Bundesstrasse;6003;Luzern;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
110100;Media Point Service GmbH;Büchelstrasse;9000;St.Gallen;Lucas Amigo;SPP - Salt Point Partner;Lucas.Amigo@salt.ch
110259;VASP - Partner Account Management;Rue du Caudray;1020;Renens;Ludovic Girardin;Business Resellers;Ludovic.Girardin@salt.ch
110290;WALFRA Computer GmbH;Hintergasse;5615;Fahrwangen;Besnik Jakupi;SPP - Salt Point Partner;Besnik.Jakupi@salt.ch
110338;Handyshop Swiss Mellingen;Lenzburgerstrasse;5507;Mellingen;Besnik Jakupi;SPP Premium;Besnik.Jakupi@salt.ch
110346;handy.ch Romanshorn;Alleestrasse;8590;Romanshorn;Lucas Amigo;SPP Premium;Lucas.Amigo@salt.ch
110351;Mobilezone SA Morbio Serfontana EKZ;Centro Morbio Serfontana / Viale Serfontana;6836;Morbio;Gianni Cartolano;MobileZone;Gianni.Cartolano@salt.ch
